"new_url","new_path","status","current_location","canonical","title","h1","raw_title","raw_h1","type","product_or_category_name","public_code","public_one_c_name","public_one_c_code","category","subcategory","facet","source","metadata_basis"
"https://clover-spb.ru/product/%D0%9D%D0%A4-00001172","/product/%D0%9D%D0%A4-00001172","200","","","Соусник с крышкой черный 50 мл","Соусник с крышкой черный 50 мл","Хозтовары, упаковка и химия для HoReCa | КЛЕВЕР","","product","Соусник с крышкой черный 50 мл","НФ-00001172","Соусник с крышкой 50 мл чёрный 1244Ч (80/1200)","НФ-00001172","Одноразовая посуда","Соусники","","public_api","direct route GET for HTTP status/location/raw metadata/canonical; identity, hierarchy, title and h1 from public API"
"https://clover-spb.ru/product/%D0%9D%D0%A4-00000023","/product/%D0%9D%D0%A4-00000023","200","","","Соусник с крышкой прозрачный 50 мл","Соусник с крышкой прозрачный 50 мл","Хозтовары, упаковка и химия для HoReCa | КЛЕВЕР","","product","Соусник с крышкой прозрачный 50 мл","НФ-00000023","Соусник с крышкой 50 мл Покров 1244П (80/1200)","НФ-00000023","Одноразовая посуда","Соусники","","public_api","direct route GET for HTTP status/location/raw metadata/canonical; identity, hierarchy, title and h1 from public API"
"https://clover-spb.ru/product/%D0%9D%D0%A4-00000449","/product/%D0%9D%D0%A4-00000449","200","","","Соусник с крышкой прозрачный Perint 50 мл","Соусник с крышкой прозрачный Perint 50 мл","Хозтовары, упаковка и химия для HoReCa | КЛЕВЕР","","product","Соусник с крышкой прозрачный Perint 50 мл","НФ-00000449","Соусник с крышкой 50 мл Перинт (80/1040)","НФ-00000449","Одноразовая посуда","Соусники","","public_api","direct route GET for HTTP status/location/raw metadata/canonical; identity, hierarchy, title and h1 from public API"
"https://clover-spb.ru/product/%D0%9D%D0%A4-00001171","/product/%D0%9D%D0%A4-00001171","200","","","Соусник с крышкой черный 30 мл","Соусник с крышкой черный 30 мл","Хозтовары, упаковка и химия для HoReCa | КЛЕВЕР","","product","Соусник с крышкой черный 30 мл","НФ-00001171","Соусник с крышкой 30 мл чёрный 1234Ч (80/1920)","НФ-00001171","Одноразовая посуда","Соусники","","public_api","direct route GET for HTTP status/location/raw metadata/canonical; identity, hierarchy, title and h1 from public API"
"https://clover-spb.ru/product/%D0%9D%D0%A4-00000226","/product/%D0%9D%D0%A4-00000226","200","","","Соусник с крышкой прозрачный 30 мл","Соусник с крышкой прозрачный 30 мл","Хозтовары, упаковка и химия для HoReCa | КЛЕВЕР","","product","Соусник с крышкой прозрачный 30 мл","НФ-00000226","Соусник с крышкой 30 мл Покров 1234П (80/1920)","НФ-00000226","Одноразовая посуда","Соусники","","public_api","direct route GET for HTTP status/location/raw metadata/canonical; identity, hierarchy, title and h1 from public API"
"https://clover-spb.ru/product/%D0%9D%D0%A4-00000509","/product/%D0%9D%D0%A4-00000509","200","","","Соусник с крышкой прозрачный Perint 30 мл","Соусник с крышкой прозрачный Perint 30 мл","Хозтовары, упаковка и химия для HoReCa | КЛЕВЕР","","product","Соусник с крышкой прозрачный Perint 30 мл","НФ-00000509","Соусник с крышкой 30 мл Перинт (80/1760)","НФ-00000509","Одноразовая посуда","Соусники","","public_api","direct route GET for HTTP status/location/raw metadata/canonical; identity, hierarchy, title and h1 from public API"
"https://clover-spb.ru/product/%D0%9D%D0%A4-00003111","/product/%D0%9D%D0%A4-00003111","200","","","Соусник без крышки белый 80 мл","Соусник без крышки белый 80 мл","Хозтовары, упаковка и химия для HoReCa | КЛЕВЕР","","product","Соусник без крышки белый 80 мл","НФ-00003111","Соусник перинт оптима 80 мл белый (50/1100)","НФ-00003111","Одноразовая посуда","Соусники","","public_api","direct route GET for HTTP status/location/raw metadata/canonical; identity, hierarchy, title and h1 from public API"
"https://clover-spb.ru/product/%D0%9D%D0%A4-00000730","/product/%D0%9D%D0%A4-00000730","200","","","Соль в стиках 1гр","Соль в стиках 1гр","Хозтовары, упаковка и химия для HoReCa | КЛЕВЕР","","product","Соль в стиках 1гр","НФ-00000730","Соль в стиках 1гр (1000)","НФ-00000730","Прочее","","","public_api","direct route GET for HTTP status/location/raw metadata/canonical; identity, hierarchy, title and h1 from public API"
"https://clover-spb.ru/product/%D0%9D%D0%A4-00000307","/product/%D0%9D%D0%A4-00000307","200","","","Совок для мусора пластиковый","Совок для мусора пластиковый","Хозтовары, упаковка и химия для HoReCa | КЛЕВЕР","","product","Совок для мусора пластиковый","НФ-00000307","Совок для мусора пластиковый","НФ-00000307","Хозяйственные товары","Швабры, щетки","","public_api","direct route GET for HTTP status/location/raw metadata/canonical; identity, hierarchy, title and h1 from public API"
"https://clover-spb.ru/product/%D0%9D%D0%A4-00000201","/product/%D0%9D%D0%A4-00000201","200","","","Скрепки канцелярские 50мм 50шт","Скрепки канцелярские 50мм 50шт","Хозтовары, упаковка и химия для HoReCa | КЛЕВЕР","","product","Скрепки канцелярские 50мм 50шт","НФ-00000201","Скрепки канцелярские 50мм (50)","НФ-00000201","Канцелярские товары","","","public_api","direct route GET for HTTP status/location/raw metadata/canonical; identity, hierarchy, title and h1 from public API"
